episode,steps,return
1,200,-623.0
2,200,-668.0
3,200,-578.0
4,200,-578.0
5,200,-623.0
6,200,-650.0
7,200,-695.0
8,200,-533.0
9,200,-398.0
10,200,-398.0
11,200,-542.0
12,200,-371.0
13,200,-317.0
14,200,-650.0
15,200,-641.0
16,197,-392.0
17,200,-344.0
18,200,-479.0
19,200,-308.0
20,200,-533.0
21,200,-614.0
22,200,-344.0
23,200,-398.0
24,200,-344.0
25,200,-452.0
26,200,-299.0
27,200,-299.0
28,200,-236.0
29,67,-64.0
30,200,-290.0
31,200,-524.0
32,192,-351.0
33,200,-317.0
34,200,-308.0
35,200,-425.0
36,200,-353.0
37,200,-632.0
38,200,-326.0
39,200,-353.0
40,200,-641.0
41,200,-335.0
42,169,-481.0
43,87,-93.0
44,95,-155.0
45,200,-308.0
46,200,-272.0
47,200,-398.0
48,200,-326.0
49,200,-335.0
50,200,-344.0
51,200,-335.0
52,200,-299.0
53,200,-299.0
54,200,-380.0
55,200,-380.0
56,200,-263.0
57,200,-317.0
58,200,-290.0
59,200,-362.0
60,200,-335.0
61,200,-344.0
62,199,-313.0
63,200,-290.0
64,200,-299.0
65,200,-344.0
66,200,-344.0
67,152,-311.0
68,200,-344.0
69,200,-326.0
70,141,-237.0
71,200,-353.0
72,200,-308.0
73,200,-335.0
74,200,-254.0
75,158,-236.0
76,128,-197.0
77,200,-290.0
78,166,-271.0
79,200,-299.0
80,200,-308.0
81,97,-157.0
82,200,-299.0
83,186,-282.0
84,200,-317.0
85,200,-353.0
86,200,-407.0
87,200,-470.0
88,200,-335.0
89,200,-380.0
90,44,-50.0
91,200,-344.0
92,200,-308.0
93,200,-317.0
94,200,-344.0
95,143,-257.0
96,200,-371.0
97,200,-362.0
98,200,-308.0
99,200,-290.0
100,200,-317.0
101,195,-246.0
102,157,-244.0
103,148,-235.0
104,200,-398.0
105,200,-317.0
106,200,-371.0
107,200,-326.0
108,200,-344.0
109,17,-5.0
110,200,-335.0
111,184,-280.0
112,67,-100.0
113,200,-317.0
114,200,-380.0
115,142,-211.0
116,200,-308.0
117,200,-461.0
118,200,-326.0
119,82,-124.0
120,200,-335.0
121,200,-434.0
122,164,-332.0
123,200,-335.0
124,38,-53.0
125,154,-241.0
126,170,-212.0
127,200,-308.0
128,200,-308.0
129,100,-160.0
130,106,-148.0
131,21,0.0
132,200,-272.0
133,165,-207.0
