episode,steps,return
1,200,-632.0
2,200,-614.0
3,200,-605.0
4,200,-596.0
5,200,-704.0
6,200,-524.0
7,200,-632.0
8,200,-335.0
9,200,-362.0
10,200,-398.0
11,200,-443.0
12,200,-344.0
13,200,-461.0
14,200,-497.0
15,200,-641.0
16,200,-281.0
17,200,-290.0
18,200,-254.0
19,200,-434.0
20,200,-245.0
21,200,-614.0
22,200,-227.0
23,200,-290.0
24,200,-533.0
25,200,-218.0
26,117,-186.0
27,200,-290.0
28,182,-206.0
29,200,-272.0
30,200,-254.0
31,200,-623.0
32,200,-254.0
33,200,-245.0
34,200,-326.0
35,176,-236.0
36,200,-263.0
37,200,-587.0
38,200,-263.0
39,200,-281.0
40,200,-578.0
41,200,-227.0
42,110,-278.0
43,200,-245.0
44,179,-212.0
45,200,-407.0
46,122,-146.0
47,200,-335.0
48,200,-299.0
49,200,-263.0
50,129,-279.0
51,200,-263.0
52,200,-272.0
53,200,-290.0
54,200,-326.0
55,200,-389.0
56,200,-281.0
57,200,-344.0
58,200,-227.0
59,200,-254.0
60,200,-335.0
61,200,-209.0
62,200,-281.0
63,200,-299.0
64,200,-407.0
65,132,-156.0
66,196,-292.0
67,200,-290.0
68,200,-290.0
69,200,-389.0
70,187,-238.0
71,200,-254.0
72,200,-281.0
73,200,-245.0
74,200,-353.0
75,200,-326.0
76,117,-141.0
77,200,-233.0
78,164,-314.0
79,200,-245.0
80,200,-254.0
81,63,-78.0
82,200,-263.0
83,200,-308.0
84,200,-326.0
85,178,-274.0
86,51,-39.0
87,200,-290.0
88,200,-263.0
89,76,-73.0
90,200,-272.0
91,200,-263.0
92,200,-227.0
93,200,-254.0
94,200,-299.0
95,200,-317.0
96,200,-263.0
97,200,-254.0
98,200,-254.0
99,200,-326.0
100,182,-215.0
101,199,-241.0
102,200,-227.0
103,200,-263.0
104,200,-317.0
105,107,-176.0
106,200,-299.0
107,200,-335.0
108,200,-371.0
109,30,-18.0
110,136,-151.0
111,174,-288.0
112,200,-254.0
113,200,-218.0
114,200,-452.0
115,148,-163.0
116,58,-37.0
117,200,-317.0
118,200,-335.0
119,200,-317.0
120,200,-272.0
121,153,-222.0
122,103,-109.0
123,200,-227.0
124,200,-245.0
125,57,-54.0
126,200,-326.0
127,200,-245.0
128,63,-51.0
129,200,-299.0
130,200,-245.0
131,26,-23.0
132,200,-272.0
133,200,-290.0
134,172,-196.0
135,141,-174.0
136,200,-263.0
137,200,-272.0
138,103,-100.0
139,200,-290.0
140,179,-239.0
141,23,-2.0
142,200,-236.0
143,200,-272.0
144,71,-50.0
145,200,-281.0
146,200,-299.0
147,67,-100.0
148,200,-245.0
149,200,-317.0
150,100,-124.0
151,169,-292.0
152,200,-335.0
153,158,-200.0
154,200,-227.0
155,200,-236.0
156,143,-194.0
157,153,-204.0
158,157,-145.0
159,188,-194.0
160,63,-60.0
161,200,-335.0
162,200,-335.0
163,148,-244.0
164,200,-272.0
165,158,-272.0
166,198,-258.0
167,10,11.0
168,200,-254.0
169,200,-335.0
170,200,-263.0
171,200,-362.0
172,200,-245.0
173,200,-308.0
174,76,-91.0
175,200,-290.0
176,200,-254.0
177,200,-281.0
178,129,-162.0
179,64,-88.0
180,200,-236.0
181,12,9.0
182,200,-317.0
183,99,-114.0
184,102,-144.0
185,200,-326.0
186,23,-11.0
187,76,-82.0
188,178,-283.0
189,62,-68.0
190,200,-353.0
191,127,-133.0
192,52,-49.0
193,200,-281.0
194,200,-218.0
195,36,-15.0
196,129,-153.0
197,200,-245.0
198,200,-245.0
199,76,-100.0
200,160,-175.0
201,23,-2.0
202,200,-353.0
203,189,-195.0
204,164,-224.0
205,163,-223.0
206,178,-229.0
207,134,-140.0
208,200,-290.0
209,66,-54.0
210,94,-118.0
211,200,-290.0
212,200,-299.0
213,89,-95.0
214,149,-227.0
215,145,-241.0
216,193,-217.0
217,200,-317.0
218,200,-308.0
219,49,-28.0
220,200,-281.0
221,108,-123.0
222,51,-39.0
223,38,-17.0
224,193,-253.0
225,19,-7.0
226,162,-186.0
227,169,-202.0
228,129,-135.0
229,199,-250.0
230,84,-90.0
231,116,-149.0
232,200,-245.0
233,68,-56.0
234,200,-425.0
235,7,14.0
236,118,-151.0
237,105,-129.0
238,200,-263.0
239,150,-246.0
240,168,-228.0
241,66,-90.0
242,200,-272.0
243,80,-77.0
244,144,-177.0
245,89,-104.0
246,46,-43.0
247,193,-262.0
248,171,-249.0
249,112,-154.0
250,200,-263.0
251,122,-137.0
252,49,-28.0
253,200,-272.0
254,133,-184.0
255,149,-173.0
256,135,-159.0
257,200,-290.0
258,193,-289.0
259,126,-141.0
260,136,-133.0
261,69,-84.0
262,180,-222.0
263,160,-175.0
264,148,-181.0
265,181,-295.0
266,180,-276.0
267,60,-66.0
268,131,-119.0
269,177,-183.0
270,179,-230.0
271,200,-263.0
272,111,-144.0
273,200,-335.0
274,200,-227.0
275,13,8.0
276,61,-76.0
277,200,-227.0
278,180,-213.0
279,135,-186.0
280,153,-285.0
281,109,-115.0
282,87,-84.0
283,11,10.0
284,180,-204.0
285,19,-7.0
286,200,-281.0
287,200,-308.0
288,63,-78.0
289,124,-184.0
290,11,10.0
291,17,-14.0
292,141,-210.0
293,140,-164.0
294,57,-45.0
295,200,-317.0
296,200,-299.0
297,43,-58.0
298,41,-29.0
299,101,-125.0
300,200,-245.0
301,92,-89.0
302,200,-326.0
303,66,-54.0
304,200,-236.0
305,198,-267.0
306,152,-176.0
307,76,-109.0
308,122,-146.0
309,153,-204.0
310,43,-49.0
311,142,-184.0
312,200,-299.0
313,102,-90.0
314,13,8.0
315,177,-192.0
316,189,-267.0
317,72,-51.0
318,57,-36.0
319,169,-193.0
320,200,-335.0
321,92,-152.0
322,78,-102.0
323,147,-207.0
324,72,-78.0
325,65,-53.0
326,25,-4.0
327,103,-91.0
328,53,-41.0
329,108,-132.0
330,69,-66.0
331,72,-105.0
332,150,-210.0
333,168,-201.0
334,36,-42.0
335,85,-91.0
336,103,-127.0
337,76,-73.0
338,196,-256.0
339,43,-40.0
340,124,-166.0
341,87,-84.0
342,117,-132.0
343,101,-107.0
344,117,-141.0
345,162,-159.0
346,66,-99.0
347,43,-40.0
348,22,-1.0
349,121,-172.0
350,6,15.0
351,78,-111.0
352,134,-158.0
353,29,-35.0
354,129,-144.0
355,76,-73.0
356,45,-33.0
357,30,-9.0
358,136,-169.0
359,69,-75.0
360,142,-148.0
361,200,-308.0
362,10,11.0
363,38,-17.0
364,200,-314.0
365,102,-135.0
366,96,-93.0
367,115,-175.0
368,109,-133.0
369,66,-72.0
370,41,-20.0
371,76,-73.0
372,8,4.0
373,59,-83.0
374,158,-218.0
375,13,-1.0
376,32,-29.0
377,96,-111.0
378,51,-39.0
379,73,-61.0
380,52,-31.0
381,143,-185.0
382,16,5.0
383,200,-272.0
384,171,-204.0
385,100,-124.0
386,83,-89.0
387,142,-166.0
388,63,-42.0
389,102,-90.0
390,64,-97.0
391,77,-74.0
392,87,-111.0
393,141,-192.0
394,129,-189.0
395,200,-251.0
396,40,-28.0
397,51,-66.0
398,200,-272.0
399,41,-20.0
400,10,2.0
401,164,-188.0
402,166,-235.0
403,27,-6.0
404,66,-81.0
405,200,-290.0
406,167,-218.0
407,49,-37.0
408,26,-14.0
409,17,4.0
410,164,-197.0
411,9,12.0
412,200,-236.0
413,84,-90.0
414,41,-56.0
415,90,-87.0
416,81,-105.0
417,134,-194.0
418,79,-76.0
419,61,-67.0
420,48,-36.0
421,64,-88.0
422,95,-119.0
423,17,4.0
424,136,-151.0
425,49,-28.0
426,80,-77.0
427,37,-16.0
428,67,-55.0
429,21,0.0
430,72,-60.0
431,19,2.0
432,31,-10.0
433,17,4.0
434,77,-83.0
435,58,-46.0
436,132,-165.0
437,27,-6.0
438,48,-54.0
439,110,-116.0
440,96,-75.0
441,64,-43.0
442,200,-272.0
443,124,-157.0
444,42,-30.0
445,63,-78.0
446,45,-42.0
447,135,-159.0
448,64,-70.0
449,25,-4.0
450,33,-12.0
451,59,-74.0
452,142,-175.0
453,113,-137.0
454,65,-53.0
455,72,-60.0
456,138,-171.0
457,47,-35.0
458,87,-93.0
459,126,-150.0
460,15,6.0
461,10,11.0
462,148,-181.0
463,42,-39.0
464,117,-195.0
465,18,-6.0
466,160,-193.0
467,73,-70.0
468,8,13.0
469,44,-68.0
470,200,-281.0
471,7,14.0
472,111,-153.0
473,87,-111.0
474,38,-26.0
475,51,-57.0
476,56,-35.0
477,88,-94.0
478,177,-210.0
479,93,-117.0
480,29,-17.0
481,127,-133.0
482,10,2.0
483,14,7.0
484,27,-33.0
485,10,11.0
486,63,-60.0
487,33,-12.0
488,178,-184.0
489,19,-7.0
490,98,-131.0
491,21,-9.0
492,111,-153.0
493,10,11.0
494,173,-251.0
495,7,14.0
496,29,-17.0
497,59,-65.0
498,81,-105.0
499,75,-90.0
500,32,-20.0
501,34,-13.0
502,77,-74.0
503,42,-48.0
504,31,-37.0
505,56,-53.0
506,106,-130.0
507,26,-14.0
508,80,-95.0
509,129,-144.0
510,73,-79.0
511,78,-75.0
512,113,-119.0
513,10,11.0
514,132,-201.0
515,29,-17.0
516,60,-75.0
517,84,-99.0
518,38,-26.0
519,91,-79.0
520,31,-19.0
521,81,-87.0
522,29,-26.0
523,24,-3.0
524,89,-86.0
525,34,-22.0
526,117,-150.0
527,10,11.0
528,85,-145.0
529,155,-161.0
530,76,-91.0
531,20,-8.0
532,78,-66.0
533,97,-103.0
534,19,-7.0
535,89,-104.0
536,82,-61.0
537,41,-29.0
538,27,-15.0
539,9,12.0
540,136,-169.0
541,33,-39.0
542,97,-112.0
543,200,-272.0
544,63,-69.0
545,8,13.0
546,49,-28.0
547,11,1.0
548,93,-81.0
549,27,-6.0
550,17,4.0
551,95,-101.0
552,28,-16.0
553,129,-225.0
554,193,-316.0
555,116,-122.0
556,10,11.0
557,61,-58.0
558,100,-106.0
559,62,-77.0
560,11,1.0
561,70,-58.0
562,52,-40.0
563,64,-70.0
564,35,-23.0
565,15,6.0
566,13,8.0
567,24,-21.0
568,97,-112.0
569,42,-30.0
570,37,-34.0
571,25,-13.0
572,55,-34.0
573,64,-97.0
574,16,-13.0
575,18,3.0
576,126,-168.0
577,22,-10.0
578,26,-14.0
579,21,0.0
580,20,-8.0
581,139,-172.0
582,7,14.0
583,44,-41.0
584,79,-94.0
585,70,-49.0
586,27,-6.0
587,25,-13.0
588,40,-37.0
589,36,-24.0
590,102,-126.0
591,103,-100.0
592,30,-9.0
593,127,-169.0
594,20,-8.0
595,15,-12.0
596,200,-227.0
597,87,-84.0
598,49,-37.0
599,13,-1.0
600,48,-54.0
601,11,10.0
602,22,-1.0
603,66,-81.0
604,82,-79.0
605,17,-5.0
606,13,-10.0
607,165,-171.0
608,25,-4.0
609,26,-23.0
610,17,4.0
611,20,-8.0
612,163,-169.0
613,36,-24.0
614,22,-1.0
615,12,0.0
616,63,-69.0
617,8,13.0
618,48,-63.0
619,101,-98.0
620,39,-36.0
621,11,10.0
622,69,-84.0
623,8,13.0
624,46,-61.0
625,46,-25.0
626,33,-12.0
627,43,-40.0
628,89,-122.0
629,94,-118.0
630,36,-15.0
631,21,0.0
632,8,13.0
633,110,-116.0
634,41,-29.0
635,14,7.0
636,52,-49.0
637,24,-12.0
638,34,-31.0
639,53,-41.0
640,10,11.0
641,8,13.0
642,25,-4.0
643,7,14.0
644,191,-233.0
645,11,10.0
646,21,-9.0
647,11,1.0
648,15,6.0
649,85,-100.0
650,39,-36.0
651,35,-14.0
652,70,-76.0
653,20,-8.0
654,55,-70.0
655,127,-115.0
656,101,-125.0
657,34,-13.0
658,72,-51.0
659,29,-26.0
660,54,-42.0
661,103,-127.0
662,9,12.0
663,17,4.0
664,25,-22.0
665,50,-29.0
666,40,-55.0
667,52,-76.0
668,27,-15.0
669,33,-30.0
670,12,9.0
671,11,10.0
672,85,-100.0
673,9,12.0
674,21,0.0
675,24,-3.0
676,13,8.0
677,32,-20.0
678,194,-191.0
679,25,-13.0
680,11,10.0
681,14,-2.0
682,10,11.0
683,25,-13.0
684,16,5.0
685,14,7.0
686,12,9.0
687,36,-42.0
688,48,-54.0
689,91,-97.0
690,8,13.0
691,12,9.0
692,86,-83.0
693,33,-21.0
694,14,-2.0
695,16,5.0
696,96,-120.0
697,45,-60.0
