episode,steps,return
1,200,-668.0
2,200,-695.0
3,200,-587.0
4,200,-587.0
5,200,-677.0
6,200,-623.0
7,200,-641.0
8,200,-461.0
9,200,-542.0
10,144,-375.0
11,200,-452.0
12,200,-407.0
13,200,-317.0
14,200,-686.0
15,200,-650.0
16,200,-497.0
17,200,-344.0
18,200,-425.0
19,179,-302.0
20,167,-425.0
21,200,-668.0
22,200,-434.0
23,200,-470.0
24,200,-470.0
25,200,-389.0
26,200,-353.0
27,200,-425.0
28,200,-344.0
29,200,-452.0
30,200,-479.0
31,200,-632.0
32,200,-371.0
33,200,-398.0
34,200,-335.0
35,200,-326.0
36,200,-407.0
37,200,-731.0
38,200,-488.0
39,200,-344.0
40,200,-677.0
41,200,-389.0
42,200,-380.0
43,123,-219.0
44,200,-380.0
45,144,-240.0
46,200,-371.0
47,11,10.0
48,200,-416.0
49,200,-416.0
50,168,-345.0
51,200,-353.0
52,200,-380.0
53,200,-425.0
54,200,-353.0
55,199,-511.0
56,106,-238.0
57,92,-170.0
58,200,-389.0
59,200,-380.0
60,200,-371.0
61,200,-326.0
62,200,-389.0
63,200,-452.0
64,200,-425.0
65,163,-250.0
66,200,-389.0
67,200,-407.0
68,184,-370.0
69,103,-172.0
70,200,-380.0
71,48,-63.0
72,200,-353.0
73,200,-389.0
74,200,-389.0
75,134,-176.0
76,200,-380.0
77,200,-443.0
78,162,-321.0
79,169,-283.0
80,200,-416.0
81,200,-389.0
82,200,-362.0
83,200,-353.0
84,200,-344.0
85,187,-292.0
86,200,-371.0
87,142,-283.0
88,200,-416.0
89,111,-225.0
90,81,-132.0
91,99,-186.0
92,200,-407.0
93,200,-452.0
94,200,-416.0
95,200,-380.0
96,200,-443.0
97,200,-443.0
98,200,-407.0
99,200,-317.0
100,200,-353.0
101,180,-321.0
102,200,-407.0
103,200,-362.0
104,200,-434.0
105,200,-389.0
106,200,-398.0
107,200,-380.0
108,200,-326.0
109,88,-139.0
110,181,-277.0
111,200,-362.0
112,93,-225.0
113,200,-335.0
114,200,-398.0
115,48,-63.0
116,200,-380.0
117,200,-407.0
118,36,-15.0
119,200,-416.0
120,200,-416.0
121,200,-398.0
122,200,-461.0
123,200,-389.0
124,200,-362.0
125,158,-254.0
126,165,-279.0
127,157,-289.0
128,200,-380.0
129,200,-317.0
130,80,-77.0
131,200,-335.0
132,193,-415.0
133,200,-380.0
134,167,-245.0
135,200,-362.0
136,200,-461.0
137,200,-335.0
138,200,-407.0
139,200,-344.0
140,200,-344.0
141,200,-389.0
142,64,-97.0
143,200,-353.0
144,151,-274.0
145,200,-398.0
146,116,-212.0
147,189,-339.0
148,142,-238.0
149,162,-330.0
150,200,-326.0
151,191,-341.0
152,200,-371.0
153,200,-398.0
154,109,-169.0
155,173,-296.0
156,200,-335.0
157,200,-407.0
158,137,-188.0
159,200,-299.0
160,46,-61.0
161,200,-407.0
162,200,-371.0
163,200,-353.0
164,200,-452.0
165,141,-255.0
166,137,-278.0
167,63,-78.0
168,47,-44.0
169,200,-389.0
170,117,-168.0
171,200,-326.0
172,153,-195.0
173,200,-398.0
174,200,-353.0
175,83,-179.0
176,200,-371.0
177,200,-389.0
178,200,-371.0
179,192,-360.0
180,132,-192.0
181,135,-249.0
182,149,-245.0
183,82,-124.0
184,82,-142.0
185,200,-416.0
186,158,-236.0
187,111,-189.0
188,132,-192.0
189,125,-212.0
190,200,-317.0
191,96,-111.0
192,200,-389.0
193,200,-368.0
194,191,-341.0
195,65,-89.0
196,72,-87.0
197,78,-120.0
198,200,-344.0
199,163,-277.0
200,20,-8.0
201,170,-347.0
202,121,-190.0
203,104,-146.0
204,200,-416.0
205,200,-407.0
206,200,-425.0
207,192,-306.0
208,200,-371.0
209,14,-11.0
210,200,-389.0
211,200,-398.0
212,91,-142.0
213,103,-181.0
214,72,-141.0
215,200,-371.0
216,200,-371.0
217,163,-268.0
218,120,-243.0
219,106,-157.0
220,198,-285.0
221,121,-226.0
222,138,-162.0
223,18,-6.0
224,139,-226.0
225,56,-53.0
226,200,-443.0
227,194,-380.0
228,159,-300.0
229,149,-245.0
230,200,-344.0
231,86,-119.0
232,200,-371.0
233,123,-201.0
234,200,-380.0
235,11,1.0
236,88,-193.0
237,26,-14.0
238,195,-291.0
239,154,-268.0
240,52,-58.0
241,200,-389.0
242,136,-223.0
243,162,-204.0
244,69,-102.0
245,157,-280.0
246,52,-112.0
247,76,-127.0
248,182,-314.0
249,103,-208.0
250,200,-362.0
251,93,-144.0
252,153,-294.0
253,200,-317.0
254,68,-92.0
255,200,-407.0
256,85,-118.0
257,176,-317.0
258,70,-76.0
259,200,-344.0
260,200,-344.0
261,200,-434.0
262,180,-339.0
263,200,-344.0
264,196,-319.0
265,102,-135.0
266,45,-42.0
267,69,-102.0
268,128,-215.0
269,183,-315.0
270,113,-209.0
271,200,-380.0
272,200,-389.0
273,200,-335.0
274,200,-380.0
275,17,-5.0
276,197,-383.0
277,200,-317.0
278,181,-313.0
279,166,-316.0
280,189,-339.0
281,90,-168.0
282,200,-389.0
283,30,-27.0
284,200,-362.0
285,200,-371.0
286,65,-143.0
287,111,-135.0
288,152,-329.0
289,200,-389.0
290,27,-33.0
291,49,-100.0
292,200,-389.0
293,25,-31.0
294,200,-380.0
295,200,-389.0
296,92,-107.0
297,22,-19.0
298,57,-72.0
299,15,-3.0
300,188,-392.0
301,29,-8.0
302,168,-327.0
303,138,-243.0
304,142,-283.0
305,168,-273.0
306,166,-271.0
307,154,-286.0
308,93,-153.0
309,39,-27.0
310,160,-292.0
311,200,-353.0
312,200,-353.0
313,121,-199.0
314,200,-443.0
315,120,-198.0
316,200,-479.0
317,54,-69.0
318,116,-194.0
319,96,-183.0
320,122,-227.0
321,181,-313.0
322,86,-155.0
323,91,-160.0
324,25,-40.0
325,168,-255.0
326,144,-222.0
327,34,-31.0
328,29,-35.0
329,200,-371.0
330,182,-251.0
331,88,-112.0
332,102,-153.0
333,188,-320.0
334,66,-126.0
335,141,-237.0
336,51,-48.0
337,131,-254.0
338,170,-275.0
339,101,-179.0
340,49,-109.0
341,152,-293.0
342,142,-229.0
343,77,-128.0
344,181,-322.0
345,143,-275.0
346,143,-239.0
347,80,-158.0
348,33,-39.0
349,138,-216.0
350,8,-5.0
351,179,-320.0
352,119,-170.0
353,14,-11.0
354,100,-178.0
355,115,-157.0
356,200,-389.0
357,23,-2.0
358,200,-371.0
359,162,-303.0
360,182,-386.0
361,169,-274.0
362,9,3.0
363,92,-152.0
364,96,-156.0
365,90,-168.0
366,73,-115.0
367,130,-262.0
368,114,-210.0
369,86,-155.0
370,142,-265.0
371,22,-28.0
372,11,-8.0
373,109,-187.0
374,200,-371.0
375,30,-45.0
376,19,2.0
377,60,-102.0
378,41,-38.0
379,80,-158.0
380,178,-283.0
381,117,-222.0
382,20,-35.0
383,200,-317.0
384,56,-98.0
385,88,-175.0
386,199,-403.0
387,117,-195.0
388,61,-85.0
389,94,-127.0
390,111,-171.0
391,21,-9.0
392,200,-380.0
393,169,-319.0
394,29,-35.0
395,87,-156.0
396,31,-19.0
397,64,-97.0
398,92,-125.0
399,98,-203.0
400,9,-6.0
401,51,-39.0
402,140,-254.0
403,200,-380.0
404,106,-193.0
405,158,-317.0
406,132,-255.0
407,124,-211.0
408,93,-135.0
409,57,-54.0
410,65,-107.0
411,14,-20.0
412,200,-326.0
413,55,-106.0
414,119,-233.0
415,53,-77.0
416,109,-205.0
417,181,-295.0
418,98,-167.0
419,101,-188.0
420,43,-40.0
421,148,-271.0
422,141,-237.0
423,110,-161.0
424,96,-147.0
425,52,-58.0
426,200,-389.0
427,20,-8.0
428,36,-51.0
429,17,-14.0
430,15,6.0
431,27,-51.0
432,71,-86.0
433,16,-13.0
434,30,-27.0
435,113,-209.0
436,175,-307.0
437,114,-210.0
438,66,-81.0
439,128,-224.0
440,200,-371.0
441,41,-56.0
442,200,-389.0
443,107,-185.0
444,64,-97.0
445,45,-51.0
446,19,-7.0
447,153,-330.0
448,82,-133.0
449,104,-155.0
450,81,-123.0
451,176,-380.0
452,26,-5.0
453,73,-124.0
454,59,-101.0
455,68,-83.0
456,60,-102.0
457,56,-71.0
458,42,-48.0
459,43,-76.0
460,68,-110.0
461,17,-32.0
462,169,-292.0
463,78,-129.0
464,70,-67.0
465,51,-102.0
466,57,-63.0
467,39,-63.0
468,10,11.0
469,51,-66.0
470,182,-332.0
471,11,-8.0
472,57,-72.0
473,25,-22.0
474,25,-22.0
475,68,-119.0
476,117,-186.0
477,71,-86.0
478,196,-292.0
479,106,-148.0
480,19,-7.0
481,129,-225.0
482,14,-2.0
483,17,-14.0
484,29,-17.0
485,21,-63.0
486,107,-149.0
487,194,-308.0
488,114,-192.0
489,19,-7.0
490,51,-39.0
491,110,-170.0
492,81,-132.0
493,14,-2.0
494,197,-311.0
495,14,7.0
496,32,-38.0
497,33,-57.0
498,127,-196.0
499,48,-81.0
500,42,-66.0
501,105,-156.0
502,200,-398.0
503,188,-383.0
504,40,-73.0
505,63,-60.0
506,122,-227.0
507,24,-21.0
508,113,-173.0
509,109,-169.0
510,62,-68.0
511,133,-184.0
512,200,-407.0
513,17,-14.0
514,200,-380.0
515,52,-58.0
516,42,-39.0
517,67,-127.0
518,10,2.0
519,124,-229.0
520,34,-76.0
521,36,-51.0
522,38,-44.0
523,18,-24.0
524,19,-7.0
525,74,-116.0
526,108,-186.0
527,11,1.0
528,59,-92.0
529,193,-235.0
530,53,-86.0
531,16,-4.0
532,112,-145.0
533,89,-140.0
534,59,-74.0
535,103,-172.0
536,27,-33.0
537,79,-139.0
538,69,-75.0
539,9,3.0
540,122,-227.0
541,66,-153.0
542,109,-241.0
543,53,-95.0
544,56,-44.0
545,8,13.0
546,48,-45.0
547,19,2.0
548,108,-195.0
549,32,-38.0
550,14,7.0
551,109,-196.0
552,26,-32.0
553,27,-42.0
554,62,-77.0
555,94,-172.0
556,10,11.0
557,35,-32.0
558,88,-166.0
559,95,-164.0
560,16,-22.0
561,59,-65.0
562,42,-48.0
563,92,-116.0
564,36,-42.0
565,27,-15.0
566,20,1.0
567,43,-40.0
568,170,-284.0
569,152,-311.0
570,28,-43.0
571,23,-47.0
572,68,-146.0
573,141,-228.0
574,19,-25.0
575,21,-9.0
576,85,-118.0
577,46,-43.0
578,37,-43.0
579,36,-15.0
580,21,-18.0
581,182,-341.0
582,12,-9.0
583,67,-127.0
584,114,-174.0
585,29,-17.0
586,20,-35.0
587,55,-79.0
588,106,-148.0
589,19,-7.0
590,59,-128.0
591,71,-86.0
592,42,-48.0
593,103,-172.0
594,29,-44.0
595,30,-45.0
596,200,-380.0
597,183,-360.0
598,34,-40.0
599,23,-20.0
600,78,-120.0
601,14,-2.0
602,23,-11.0
603,29,-44.0
604,102,-153.0
605,82,-124.0
606,12,9.0
607,170,-329.0
608,42,-75.0
609,101,-143.0
610,67,-100.0
611,14,7.0
612,84,-144.0
613,20,1.0
614,15,6.0
615,20,-26.0
616,33,-30.0
617,11,-17.0
618,67,-100.0
619,64,-88.0
620,38,-44.0
621,13,-1.0
622,127,-196.0
623,11,1.0
624,52,-76.0
625,47,-80.0
626,76,-118.0
627,36,-15.0
628,41,-29.0
629,61,-67.0
630,22,-19.0
631,62,-86.0
632,8,13.0
633,196,-382.0
634,150,-255.0
635,26,-23.0
636,38,-71.0
637,72,-96.0
638,16,-13.0
639,77,-110.0
640,20,-44.0
641,13,-1.0
642,26,-23.0
643,10,11.0
644,92,-188.0
645,16,-4.0
646,20,1.0
647,13,-1.0
648,25,-13.0
649,14,7.0
650,124,-229.0
651,45,-51.0
652,32,-47.0
653,17,-5.0
654,69,-156.0
655,174,-315.0
656,70,-121.0
657,24,-12.0
658,63,-96.0
659,42,-39.0
660,128,-242.0
661,114,-210.0
662,13,-1.0
663,27,-15.0
664,79,-130.0
665,40,-55.0
666,56,-98.0
667,119,-188.0
668,29,-26.0
669,69,-120.0
670,25,-40.0
671,34,-40.0
672,71,-113.0
673,9,12.0
674,23,-2.0
675,79,-130.0
676,15,6.0
677,38,-35.0
678,200,-443.0
679,64,-106.0
680,12,0.0
681,23,-2.0
682,16,-22.0
683,20,1.0
684,16,-31.0
685,17,-23.0
686,15,-3.0
687,131,-173.0
688,30,-27.0
689,84,-189.0
690,21,-18.0
691,14,-11.0
692,87,-201.0
693,64,-133.0
694,17,-32.0
695,84,-171.0
696,147,-315.0
697,21,-9.0
698,22,-10.0
699,60,-84.0
700,16,-4.0
701,112,-163.0
702,60,-84.0
703,16,-13.0
704,15,-3.0
705,78,-156.0
706,16,-13.0
707,145,-259.0
708,16,-4.0
709,29,-44.0
710,19,-25.0
711,38,-53.0
712,44,-50.0
713,19,-16.0
714,139,-298.0
715,47,-44.0
716,21,0.0
717,71,-176.0
718,18,3.0
719,125,-230.0
720,10,11.0
721,52,-85.0
722,8,4.0
723,24,-39.0
724,61,-121.0
725,91,-205.0
726,42,-93.0
727,31,-37.0
728,148,-235.0
729,27,-33.0
730,73,-97.0
731,27,-15.0
732,40,-64.0
733,9,3.0
734,11,1.0
735,33,-75.0
736,32,-56.0
737,19,2.0
738,15,-3.0
739,69,-102.0
740,48,-81.0
741,12,-9.0
742,82,-160.0
743,13,8.0
744,14,-2.0
745,10,11.0
746,19,-16.0
747,26,-14.0
748,14,7.0
749,21,-9.0
750,28,-25.0
751,72,-123.0
752,21,-9.0
753,32,-29.0
754,34,-40.0
755,12,0.0
756,10,2.0
757,28,-43.0
758,29,-17.0
759,26,-32.0
760,49,-91.0
761,16,-13.0
762,39,-36.0
763,27,-15.0
764,31,-37.0
765,33,-39.0
766,19,-16.0
767,25,-31.0
768,13,-1.0
769,16,5.0
770,191,-332.0
771,16,5.0
772,63,-96.0
773,10,11.0
774,54,-78.0
775,27,-33.0
776,43,-31.0
777,32,-47.0
778,52,-103.0
779,45,-51.0
780,18,-6.0
781,31,-37.0
782,41,-47.0
783,20,-8.0
784,23,-29.0
785,34,-58.0
786,94,-208.0
787,22,-19.0
788,15,-21.0
789,12,0.0
790,7,14.0
791,12,0.0
792,128,-224.0
793,22,-1.0
794,37,-25.0
795,42,-21.0
796,21,-18.0
797,20,-8.0
798,30,-54.0
799,20,-8.0
800,13,8.0
801,20,-8.0
802,74,-116.0
803,29,-17.0
804,69,-84.0
805,69,-75.0
806,46,-70.0
807,81,-177.0
808,38,-62.0
809,26,-23.0
810,36,-51.0
811,83,-152.0
812,33,-57.0
813,55,-106.0
814,99,-168.0
815,10,11.0
816,68,-110.0
817,114,-183.0
818,52,-76.0
819,13,-1.0
820,33,-30.0
821,71,-104.0
822,32,-20.0
823,42,-66.0
824,58,-127.0
825,18,-24.0
826,43,-40.0
827,20,-17.0
828,20,-26.0
829,35,-32.0
830,31,-19.0
831,12,0.0
832,43,-85.0
833,103,-163.0
834,36,-51.0
835,24,-12.0
836,51,-102.0
837,12,9.0
838,60,-84.0
839,19,-7.0
840,27,-51.0
841,41,-47.0
842,28,-43.0
843,15,6.0
844,30,-18.0
845,48,-63.0
846,35,-59.0
847,13,8.0
848,12,0.0
849,21,-27.0
850,46,-97.0
851,7,14.0
852,12,9.0
853,79,-112.0
854,17,4.0
855,25,-40.0
856,43,-85.0
857,36,-60.0
858,119,-233.0
859,8,4.0
860,31,-64.0
861,19,-7.0
862,62,-95.0
863,81,-150.0
864,20,-17.0
865,19,-25.0
866,45,-78.0
867,17,-14.0
868,42,-48.0
869,50,-92.0
870,82,-97.0
871,21,-54.0
872,17,-23.0
873,17,-14.0
874,11,1.0
875,92,-161.0
876,23,-20.0
877,15,-3.0
878,21,-9.0
879,77,-128.0
880,35,-59.0
881,39,-63.0
882,100,-160.0
883,13,8.0
884,21,-27.0
885,40,-82.0
886,25,-40.0
887,15,-12.0
888,32,-29.0
889,55,-61.0
890,35,-41.0
891,41,-47.0
892,19,-7.0
893,61,-85.0
894,42,-39.0
895,74,-80.0
896,16,-13.0
897,68,-173.0
898,9,3.0
899,16,-22.0
900,13,-1.0
901,72,-105.0
902,122,-227.0
903,21,-18.0
904,51,-48.0
905,22,-1.0
906,9,3.0
907,27,-33.0
908,22,-10.0
909,28,-16.0
910,16,-22.0
911,18,-15.0
912,18,-24.0
913,14,-2.0
914,11,10.0
915,21,-18.0
916,50,-83.0
917,89,-149.0
918,44,-59.0
919,35,-50.0
920,16,-4.0
921,18,3.0
922,24,-12.0
923,20,-26.0
924,60,-147.0
925,18,-24.0
926,19,-34.0
927,22,-28.0
928,28,-34.0
929,48,-54.0
930,17,-32.0
931,25,-13.0
932,10,11.0
933,26,-41.0
934,17,-5.0
935,22,-55.0
936,44,-59.0
937,10,11.0
938,16,-22.0
939,30,-45.0
940,19,2.0
941,21,-9.0
942,20,-17.0
943,28,-16.0
944,17,-5.0
945,20,-8.0
946,11,10.0
947,20,-26.0
948,42,-75.0
949,23,-20.0
950,42,-57.0
951,29,-17.0
952,31,-37.0
953,22,-19.0
954,17,4.0
955,115,-139.0
956,42,-57.0
957,22,-37.0
958,23,-38.0
959,28,-25.0
960,83,-134.0
961,18,-15.0
962,30,-27.0
963,11,10.0
964,60,-84.0
965,11,-8.0
966,38,-71.0
967,82,-160.0
968,88,-166.0
969,13,-1.0
970,15,6.0
971,28,-34.0
972,10,2.0
973,37,-16.0
974,17,-23.0
975,15,6.0
976,32,-29.0
977,10,11.0
978,28,-34.0
979,16,5.0
980,13,8.0
981,15,6.0
982,12,0.0
983,70,-85.0
984,13,-19.0
985,18,-15.0
986,27,-24.0
987,43,-40.0
988,31,-46.0
989,22,-28.0
990,19,2.0
991,27,-15.0
992,9,12.0
993,28,-43.0
994,25,-22.0
995,19,-16.0
996,32,-56.0
997,89,-167.0
998,33,-30.0
999,35,-41.0
1000,25,-22.0
1001,24,-48.0
1002,45,-60.0
1003,29,-35.0
1004,33,-12.0
1005,42,-75.0
1006,15,-3.0
1007,59,-101.0
1008,20,-8.0
1009,17,-14.0
1010,19,-7.0
1011,63,-123.0
1012,20,-26.0
1013,21,-9.0
1014,11,10.0
1015,79,-148.0
1016,31,-55.0
1017,8,4.0
1018,63,-105.0
1019,70,-85.0
1020,40,-55.0
1021,23,-2.0
1022,66,-144.0
1023,25,-22.0
1024,13,8.0
1025,85,-136.0
1026,51,-120.0
1027,35,-68.0
1028,14,-11.0
