episode,steps,return
1,200,-641.0
2,200,-605.0
3,200,-614.0
4,200,-398.0
5,200,-614.0
6,200,-578.0
7,200,-596.0
8,200,-371.0
9,200,-398.0
10,200,-497.0
11,200,-353.0
12,200,-245.0
13,200,-272.0
14,200,-605.0
15,200,-623.0
16,92,-206.0
17,200,-290.0
18,200,-299.0
19,200,-308.0
20,200,-245.0
21,200,-578.0
22,200,-263.0
23,200,-290.0
24,200,-533.0
25,200,-407.0
26,200,-542.0
27,200,-218.0
28,200,-308.0
29,77,-128.0
30,200,-335.0
31,200,-353.0
32,200,-326.0
33,200,-317.0
34,200,-272.0
35,200,-281.0
36,98,-149.0
37,200,-632.0
38,200,-308.0
39,200,-236.0
40,200,-587.0
41,200,-308.0
42,137,-323.0
43,200,-344.0
44,15,6.0
45,200,-308.0
46,200,-326.0
47,200,-380.0
48,200,-317.0
49,200,-317.0
50,200,-389.0
51,200,-263.0
52,200,-263.0
53,200,-263.0
54,200,-281.0
55,200,-263.0
56,200,-308.0
57,200,-254.0
58,200,-299.0
59,200,-281.0
60,200,-362.0
61,200,-254.0
62,200,-245.0
63,144,-186.0
64,200,-353.0
65,200,-362.0
66,116,-221.0
67,200,-245.0
68,200,-317.0
69,200,-281.0
70,99,-132.0
71,200,-263.0
72,200,-263.0
73,200,-308.0
74,200,-353.0
75,60,-48.0
76,200,-290.0
77,200,-299.0
78,200,-362.0
79,200,-245.0
80,200,-317.0
81,200,-326.0
82,159,-174.0
83,200,-245.0
84,200,-227.0
85,200,-335.0
86,127,-151.0
87,128,-170.0
88,200,-299.0
89,200,-362.0
90,200,-290.0
91,200,-281.0
92,200,-281.0
93,200,-227.0
94,200,-272.0
95,200,-317.0
96,200,-263.0
97,200,-272.0
98,200,-236.0
99,200,-326.0
100,200,-326.0
101,200,-281.0
102,200,-281.0
103,200,-308.0
104,200,-416.0
105,200,-299.0
106,200,-425.0
107,171,-213.0
108,200,-245.0
109,200,-263.0
110,200,-263.0
111,146,-143.0
112,200,-299.0
113,200,-299.0
